trade_id,stock_symbol,purchase_price,sale_price,quantity,purchase_date,sale_date,profit,profit_percentage,trade_type
66,VUZI,846.26,343.83,326,8/10/2010,2/11/2016,-502.43,-59.3706425921111715075745043,sell
67,MSB,683.14,707.07,2827,8/6/2016,12/7/2020,23.93,3.5029422958690751529701086,buy
68,PSA,353.39,972.08,736,3/5/2010,12/6/2020,618.69,175.072865672486488016072894,sell
69,ESLT,382.62,93.18,1113,10/23/2012,9/11/2010,-289.44,-75.6468558883487533322879097,buy
70,MTG,803.69,508.2,9906,4/30/2020,8/27/2021,-295.49,-36.766663763391357364157822,buy
71,WHG,166.9,729.97,4753,7/7/2021,2/24/2017,563.07,337.3696824445775913720790893,sell
72,NKSH,730.44,453.61,1021,8/23/2018,2/26/2021,-276.83,-37.8990745304200208093751711,sell
73,CIG,776.12,182.3,7779,7/12/2017,11/8/2015,-593.82,-76.5113642220275215172911405,sell
74,SPRT,620.62,709.19,3560,12/15/2017,11/30/2010,88.57,14.2712126583094325029808901,buy
75,LEN,546.22,149.44,8318,11/29/2020,6/16/2020,-396.78,-72.6410603786020284866903445,sell
76,TDG,572.63,708.37,3292,5/30/2018,11/22/2022,135.74,23.7046609503518851614480555,sell
77,EMN,732.15,61.59,2309,5/5/2016,9/17/2021,-670.56,-91.5877893874206105306289695,buy
78,REX,250.97,833.68,4337,6/21/2021,6/10/2018,582.71,232.1831294577041080607243894,sell
79,HEP,591.67,498.14,2669,9/27/2012,1/7/2010,-93.53,-15.8077982659252623928879274,buy
80,A,287.8,2.88,3834,11/24/2012,2/2/2014,-284.92,-98.9993050729673384294649062,sell
81,PLNT,968.29,739.61,1330,2/17/2013,3/6/2014,-228.68,-23.6168916337047785270941557,buy
82,CDXC,465.99,562.24,7649,6/17/2010,12/15/2010,96.25,20.6549496770316959591407541,sell
83,IRWD,522.74,992.81,111,12/28/2015,9/28/2019,470.07,89.9242453227225771894249531,buy
84,MBVX,328.09,300.66,2767,11/20/2010,11/27/2011,-27.43,-8.3605108354414947118168795,buy
85,CVBF,855.57,720.8,1512,6/4/2015,5/6/2014,-134.77,-15.7520717182696915506621317,buy
86,MCN,244.71,554.86,9316,2/26/2014,4/27/2013,310.15,126.7418577091250868374811001,buy
87,VYMI,612.41,160.83,3147,1/4/2016,2/9/2015,-451.58,-73.7381819369376724743227576,sell
88,CCM,731.04,13.47,1097,4/14/2014,11/20/2012,-717.57,-98.1574195666447800393959291,sell
89,GDL^B,471.52,98.82,6774,11/28/2010,5/6/2012,-372.7,-79.0422463522225992534781133,buy
90,DGICB,794.97,951.95,7945,11/29/2018,1/14/2016,156.98,19.7466571065574801564838925,buy
91,CNA,582.32,165.01,320,4/9/2016,2/19/2012,-417.31,-71.6633466135458167330677291,buy
92,BBT^E,394.81,455.12,1254,1/22/2018,6/3/2015,60.31,15.2757022365188318431650667,buy
93,MTW,555.07,483.6,2940,4/23/2011,1/9/2011,-71.47,-12.8758534959554650764768408,sell
94,LMFA,946.07,992.4,365,4/23/2017,9/3/2020,46.33,4.8971006373735558679590305,buy
95,SUN,486.96,306.28,7535,4/26/2014,11/29/2022,-180.68,-37.1036635452603909972071628,sell
96,WPCS,735.59,60.38,3834,8/10/2015,5/14/2020,-675.21,-91.7916230508843241479628597,buy
97,CGA,186.81,577.31,2785,10/15/2020,10/25/2022,390.5,209.035918848027407526363685,buy
98,CLSN,850.99,597.78,6378,11/29/2014,4/18/2011,-253.21,-29.7547562251025276442731407,buy
99,LCAHW,454.04,135.69,3352,5/10/2010,2/9/2010,-318.35,-70.1149678442427979913663994,buy
100,CST,190.77,306.5,2758,7/23/2010,4/22/2022,115.73,60.6646747392147612308014887,sell
101,CLNS^F.CL,522.89,967.49,4562,12/3/2015,12/7/2010,444.6,85.027443630591520205014439,sell
102,AHL^B.CL,821.0,990.88,7190,8/25/2010,6/29/2022,169.88,20.6918392204628501827040195,buy
103,GDO,115.11,149.6,5018,10/26/2010,12/29/2021,34.49,29.9626444270697593606115889,sell
104,CMFN,163.35,355.28,2956,12/4/2015,10/2/2019,191.93,117.496173859810223446587083,sell
105,EQS,244.37,282.76,9735,11/2/2011,6/2/2022,38.39,15.70978434341367598314032,buy
106,ZYME,959.03,167.96,68,3/17/2012,2/28/2018,-791.07,-82.4864707047746160182684588,buy
107,AGO^E,479.75,519.18,8725,11/6/2020,1/4/2017,39.43,8.2188639916623241271495571,buy
108,KIM^I,962.83,106.21,2100,10/13/2020,5/15/2018,-856.62,-88.9689768702678562155312984,buy
109,RELY,569.74,391.09,684,5/25/2014,5/2/2019,-178.65,-31.3564081861901920174114508,sell
110,NUAN,928.38,749.08,2462,6/24/2016,2/27/2018,-179.3,-19.3132122622202115513044228,buy
111,AVID,656.33,897.33,9951,3/1/2012,4/27/2012,241.0,36.7193332622308899486538784,sell
112,EOS,969.37,205.6,3732,3/14/2017,7/31/2014,-763.77,-78.7903483705912087231913511,sell
113,COO,181.61,967.77,1176,1/22/2012,12/9/2019,786.16,432.8836517812895765651671163,buy
114,ADC,718.59,123.93,7324,5/28/2015,1/30/2010,-594.66,-82.7537260468417317246273953,buy
115,GPAC,19.43,462.54,7224,4/24/2021,5/2/2012,443.11,2280.5455481214616572310859496,buy
116,GJR,156.08,540.39,801,1/30/2016,2/14/2021,384.31,246.2262942080984110712455151,sell
117,DRNA,906.92,368.14,8836,1/6/2022,3/21/2013,-538.78,-59.4076655052264808362369338,sell
118,NRP,936.79,794.61,370,3/29/2020,1/9/2012,-142.18,-15.1773609880549536182068553,sell
119,MSLI,397.71,749.31,5068,11/6/2019,5/1/2012,351.6,88.4061250660028664101983858,sell
120,TG,884.99,797.46,6935,4/16/2019,2/26/2017,-87.53,-9.8905072373699137843365462,buy
121,HCHC,703.84,443.17,4401,5/1/2017,6/6/2019,-260.67,-37.0354057740395544441918618,buy
122,ELOS,424.98,94.53,5145,1/9/2015,2/13/2013,-330.45,-77.75660031060285189891289,sell
123,TVC,357.55,74.47,5538,8/23/2021,1/17/2011,-283.08,-79.1721437561180254509858761,sell
124,UGI,880.26,984.75,5236,2/18/2021,1/7/2015,104.49,11.8703564855838047849499012,sell
125,AGNC,454.89,607.84,1368,2/19/2010,9/22/2014,152.95,33.6235133768603398623843127,sell
126,CLAC,826.76,383.11,8530,12/4/2010,11/16/2014,-443.65,-53.6612801780444143403164159,sell
127,XTLY,317.76,742.81,7233,6/11/2017,2/6/2014,425.05,133.7644763343403826787512588,sell
128,DAC,95.45,639.42,9019,11/23/2016,2/10/2010,543.97,569.9004714510214772132006286,buy
129,VVV,137.61,476.64,7363,6/10/2022,9/28/2011,339.03,246.3701765860039241334205363,buy
130,DLPH,192.34,791.06,3882,6/21/2018,7/11/2021,598.72,311.2821046064261204117708225,buy
131,CATM,552.28,444.64,2895,8/18/2010,3/3/2020,-107.64,-19.4901137104367349894980807,buy
132,ALT,488.56,934.67,3926,7/12/2022,1/1/2021,446.11,91.311200261994432618306861,sell
133,RSPP,368.4,729.24,451,11/16/2015,6/7/2012,360.84,97.9478827361563517915309446,sell
134,MARK,364.25,500.68,7617,5/23/2018,7/29/2021,136.43,37.4550446122168840082361016,buy
135,CLWT,829.37,78.9,1211,7/4/2012,7/1/2018,-750.47,-90.486755006812399773321919,buy
136,ZION,110.2,781.66,2003,2/21/2022,7/22/2021,671.46,609.3103448275862068965517241,buy
137,EBR.B,247.14,140.93,2094,5/11/2016,10/31/2014,-106.21,-42.9756413368940681395160638,buy
138,CASY,458.35,110.1,5,4/24/2011,6/15/2018,-348.25,-75.9790553070797425548161885,sell
139,BXS,445.59,482.96,4515,9/30/2010,11/8/2013,37.37,8.3866334522767566597095985,sell
140,JMF,831.6,605.29,6061,6/29/2016,1/28/2019,-226.31,-27.2138047138047138047138047,buy
141,SNCR,127.86,737.52,593,12/13/2015,12/30/2013,609.66,476.818395119662130455185359,sell
142,OPTT,31.83,658.4,6950,6/17/2011,9/26/2019,626.57,1968.4888469996858309770656613,sell
143,IFN,450.62,158.71,5695,4/25/2020,10/18/2016,-291.91,-64.779636944654032222271537,buy
144,YTEN,457.54,439.7,8672,6/6/2020,7/31/2022,-17.84,-3.8991126458888840319972024,sell
145,TEGP,882.45,31.05,2355,5/12/2013,9/9/2018,-851.4,-96.4813870474247832738398776,sell
146,FBR,2.56,786.75,2075,7/15/2014,10/18/2022,784.19,30632.421875,sell
147,ACAD,942.81,896.41,8733,11/16/2018,12/12/2010,-46.4,-4.9214581941218273034863864,buy
148,USAC,905.58,974.32,1681,9/22/2021,7/14/2019,68.74,7.5907153426533271494511805,buy
149,QQQX,136.56,131.01,623,1/15/2013,6/14/2015,-5.55,-4.0641476274165202108963093,buy
150,AINV,319.58,562.01,266,4/1/2014,1/21/2015,242.43,75.8589398585643657300206521,buy
151,CCUR,506.3,40.51,2296,2/5/2014,12/7/2017,-465.79,-91.9988149318585818684574363,sell
152,BEAT,752.86,463.39,8035,8/14/2014,3/3/2012,-289.47,-38.4493796987487713519113779,buy
153,FTXL,879.63,697.9,4215,12/25/2016,6/1/2011,-181.73,-20.6598228800745768107045008,buy
154,CFMS,308.15,941.5,9026,3/6/2015,10/28/2018,633.35,205.5330196332954729839363946,sell
155,GRBK,674.93,350.88,124,6/25/2010,3/7/2020,-324.05,-48.012386469707969715377891,sell
156,EFSC,310.99,205.25,3632,8/12/2014,4/16/2020,-105.74,-34.0010932827422103604617512,sell
157,IIF,207.07,643.85,5693,7/24/2011,5/28/2017,436.78,210.9335007485391413531655962,sell
158,TI,234.34,77.99,2662,2/9/2017,7/30/2011,-156.35,-66.7192967483144149526329265,sell
159,LCII,95.26,16.1,3283,9/27/2022,9/15/2021,-79.16,-83.0988872559311358387570859,buy
160,WTTR,485.51,952.53,3594,12/8/2013,7/25/2015,467.02,96.1916335399888776750221417,sell
161,BCC,363.57,604.89,5274,8/26/2019,11/10/2018,241.32,66.3751134582061226173776714,buy
162,NMK^B,773.83,780.89,765,12/18/2017,9/21/2021,7.06,0.9123450887145755527699882,sell
163,NYT,423.69,694.95,4763,5/18/2013,5/15/2022,271.26,64.0232245273667067903419953,buy
164,HSGX,751.45,787.52,2001,7/31/2017,12/24/2015,36.07,4.8000532304211857076319116,buy
165,NAVI,525.47,521.02,4098,2/15/2011,7/16/2016,-4.45,-0.846860905475098483262603,sell
166,QRHC,298.55,181.27,7057,12/18/2022,11/7/2015,-117.28,-39.2832021436945235303969184,sell
167,ESS,11.2,819.25,4708,12/15/2021,6/25/2018,808.05,7214.7321428571428571428571429,sell
168,FC,508.43,870.02,1145,5/11/2018,2/16/2020,361.59,71.1189347599472887123104459,buy
169,PER,185.98,372.6,7489,12/10/2014,8/23/2016,186.62,100.344123023981073233681041,sell
170,ULTA,525.09,897.33,2526,7/19/2021,6/13/2012,372.24,70.8907044506656001828258013,sell
171,MAMS,211.81,220.71,6576,3/13/2021,2/25/2018,8.9,4.2018790425381237901893206,buy
172,NUE,297.85,932.47,8053,12/3/2010,7/9/2010,634.62,213.0669800235017626321974148,buy
173,CHSCL,403.93,669.83,4505,7/30/2017,1/28/2021,265.9,65.8282375659148862426658084,sell
174,MBII,195.23,579.43,7733,10/12/2010,7/8/2017,384.2,196.7935255852071915176970752,buy
175,WG,591.2,821.53,4782,9/20/2012,4/3/2015,230.33,38.9597428958051420838971583,sell
176,NRK,267.57,130.19,3016,3/19/2020,4/27/2022,-137.38,-51.3435736442800014949359046,buy
177,WHLM,682.88,123.85,5617,1/11/2011,8/4/2016,-559.03,-81.8635777881911902530459231,buy
178,PBPB,597.2,854.22,3987,4/1/2016,12/9/2019,257.02,43.0375083724045545880776959,buy
179,MCA,435.35,798.64,692,10/15/2020,5/30/2013,363.29,83.4478006201906512001837602,sell
180,NGLS^A,839.73,76.22,956,9/24/2021,8/15/2018,-763.51,-90.9232729567837281030807521,sell
181,AGII,407.66,242.0,4790,2/5/2015,11/3/2022,-165.66,-40.6368051807879114948731786,buy
182,BLMT,794.76,33.21,1136,4/7/2014,12/5/2022,-761.55,-95.8213800392571342292012683,sell
183,NSS,957.76,984.03,8568,11/15/2019,12/19/2015,26.27,2.74285833611760775141998,sell
184,CRME,68.27,830.02,8468,7/13/2013,2/3/2019,761.75,1115.7902446169620623992969093,sell
185,PFL,935.14,450.48,7535,9/4/2016,3/1/2017,-484.66,-51.8275338451996492503796223,sell
186,WTTR,23.31,228.31,7988,5/1/2019,9/10/2015,205.0,879.4508794508794508794508794,buy
187,PRLB,178.11,424.33,4759,5/28/2022,9/16/2014,246.22,138.2404132277805850317219696,buy
188,PTSI,437.9,578.23,1865,6/7/2013,7/12/2013,140.33,32.0461292532541676181776661,buy
189,HI,332.9,204.89,6685,6/16/2021,8/10/2015,-128.01,-38.4529888855512165815560228,buy
190,SIGI,182.93,386.64,3917,5/3/2014,11/16/2011,203.71,111.3595364347017985021592959,buy
191,IRWD,872.49,221.23,6578,9/7/2020,9/30/2016,-651.26,-74.6438354594321997959862004,sell
192,TGEN,155.96,717.92,9846,8/12/2022,6/3/2018,561.96,360.3231597845601436265709156,buy
193,BUR,686.98,351.86,4298,4/5/2013,6/6/2022,-335.12,-48.7816239191825089522256834,buy
194,LKOR,967.81,903.91,9878,12/26/2019,2/8/2018,-63.9,-6.6025356216612764902201878,sell
195,RELV,816.82,151.3,625,12/23/2012,3/7/2013,-665.52,-81.4769471854264097353150021,sell
196,HGSH,769.37,457.13,123,3/25/2010,5/14/2016,-312.24,-40.5838543223676514550866293,sell
197,IX,473.32,243.64,613,5/13/2020,12/17/2016,-229.68,-48.5253105721287923603481788,buy
198,PMM,858.24,668.83,6748,6/29/2016,8/30/2021,-189.41,-22.0695842654735272184936614,sell
199,FITB,520.71,955.92,94,1/15/2012,9/6/2014,435.21,83.5801117704672466440053005,sell
200,MYRG,598.4,183.7,2569,11/6/2021,8/31/2014,-414.7,-69.3014705882352941176470588,buy
201,HMTA,782.91,953.84,4484,6/6/2017,10/23/2021,170.93,21.8326499853112107394208785,sell
202,HCOM,15.38,160.2,1778,1/5/2010,2/20/2018,144.82,941.6124837451235370611183356,sell
203,ALBO,972.76,43.26,609,3/14/2017,6/21/2015,-929.5,-95.5528599037789382787121181,sell
204,GDV^A,239.04,516.39,7522,4/26/2021,7/14/2022,277.35,116.0266064257028112449799197,sell
205,HSON,662.18,757.14,9151,7/6/2016,9/2/2021,94.96,14.34051164335981153160772,buy
206,SND,826.99,707.91,3287,8/17/2017,8/1/2022,-119.08,-14.399206761871364829078949,sell
207,TEN,986.33,308.84,6139,3/2/2016,11/22/2012,-677.49,-68.6879644743645635841959588,buy
208,KREF,808.5,822.1,1940,4/2/2019,7/12/2016,13.6,1.6821273964131106988249845,sell
209,GWB,532.43,383.15,8625,5/2/2010,4/16/2020,-149.28,-28.0374884961403376969742501,buy
210,NW^C,121.36,617.85,9323,2/11/2011,4/23/2011,496.49,409.1051417270929466051417271,buy
211,FSV,390.17,871.57,2761,4/11/2010,2/21/2010,481.4,123.3821154881205628315862316,sell
212,HR,911.87,345.24,9543,5/23/2014,11/12/2021,-566.63,-62.1393400375053461567986665,sell
213,MNK,563.08,766.49,8178,1/29/2022,10/22/2020,203.41,36.1245293741564253747247283,buy
214,BPFHP,500.37,769.81,9178,3/24/2017,3/22/2021,269.44,53.8481523672482363051342007,buy
215,ESS,474.25,778.92,6371,6/27/2022,3/29/2022,304.67,64.2424881391671059567738535,buy
216,TRMK,382.59,693.9,127,12/26/2022,10/30/2016,311.31,81.3690896259703599153140438,buy
217,AMD,611.88,766.78,4811,3/9/2017,8/18/2021,154.9,25.3154213244427011832385435,buy
218,DMPI,286.18,797.58,8901,8/21/2022,8/15/2020,511.4,178.6987210846320497588930044,sell
219,AZN,742.39,83.6,1717,3/23/2018,1/2/2021,-658.79,-88.7390724551785449696251296,buy
220,SHIPW,335.92,331.52,3702,12/15/2011,11/4/2018,-4.4,-1.3098356751607525601333651,sell
221,SBR,547.32,546.06,3775,11/13/2021,4/17/2020,-1.26,-0.230212672659504494628371,sell
222,AFSI^A,789.39,809.83,7757,12/20/2015,6/25/2015,20.44,2.5893411368271703467234193,sell
223,SNGXW,153.89,508.54,2767,12/16/2020,4/8/2021,354.65,230.4568198063551887712002079,sell
224,SAN,981.6,424.03,9482,11/18/2021,7/13/2011,-557.57,-56.8021597392013039934800326,buy
225,VIGI,595.63,392.67,3909,7/2/2022,6/30/2019,-202.96,-34.0748451219716938367778655,sell
226,LPLA,905.7,767.98,4044,3/25/2021,1/17/2016,-137.72,-15.2059180744175775643148946,buy
227,GAM^B,979.52,799.53,8231,1/22/2022,12/24/2022,-179.99,-18.3753266906239790918000653,buy
228,FBMS,974.79,835.55,3639,1/8/2021,10/15/2015,-139.24,-14.2841022168877399234706963,sell
229,HLS,68.07,35.81,6441,1/18/2015,12/1/2020,-32.26,-47.3923901865726458057881592,buy
230,ITI,945.57,689.08,3417,3/19/2013,7/21/2015,-256.49,-27.1254375667586746618441786,buy
231,WATT,110.25,209.23,8756,8/21/2012,8/31/2021,98.98,89.7777777777777777777777778,sell
232,NTWK,470.37,157.42,423,12/6/2010,3/15/2019,-312.95,-66.5327295533303569530369709,sell
233,STON,355.11,591.99,4699,4/15/2017,5/1/2014,236.88,66.7060910703725606150206978,sell
234,LOCO,855.5,282.76,5828,6/2/2013,3/11/2016,-572.74,-66.9479836353009935710111046,sell
235,LMFAW,412.94,703.99,3504,5/16/2016,5/31/2019,291.05,70.4823945367365718990652395,sell
236,CROX,609.98,167.2,4457,7/2/2017,6/17/2015,-442.78,-72.5892652218105511656119873,buy
237,CDTX,637.51,256.51,8703,11/23/2015,10/26/2013,-381.0,-59.7637684114758984172797289,buy
238,NVEC,751.82,841.85,8557,10/26/2011,12/30/2013,90.03,11.9749408103003378468250379,sell
239,NWFL,17.33,717.46,8719,10/27/2017,12/9/2020,700.13,4039.9884593190998268897864975,buy
240,NMT,488.79,728.64,5523,1/8/2012,2/1/2010,239.85,49.0701528263671515374700792,buy
241,SHIPW,395.25,41.37,2181,10/3/2016,7/12/2014,-353.88,-89.5332068311195445920303605,buy
242,MKC.V,760.37,783.85,6866,8/22/2017,3/29/2011,23.48,3.0879703302339650433341663,buy
243,SSP,953.93,591.28,2064,3/12/2011,10/12/2017,-362.65,-38.0164162988898556497856237,buy
244,SRAX,968.2,605.17,4788,9/28/2016,2/6/2020,-363.03,-37.4953521999586862218549886,sell
245,GGZ,793.09,223.81,1428,6/13/2013,10/8/2016,-569.28,-71.7799997478218108915759876,buy
246,GALE,267.76,787.3,5279,10/21/2016,9/19/2022,519.54,194.0319689273976695548252166,sell
247,JRJC,827.53,265.23,485,8/24/2012,5/9/2022,-562.3,-67.9491982163788623977378464,sell
248,FSTR,552.53,21.48,5117,5/8/2019,4/11/2010,-531.05,-96.1124282844370441423995077,buy
249,INNL,930.73,164.19,7261,3/4/2022,7/18/2020,-766.54,-82.359008520193826351358611,buy
250,BRT,191.64,608.47,377,1/16/2021,4/6/2018,416.83,217.5067835524942600709663953,sell
251,APEI,697.68,319.89,6853,5/28/2016,3/10/2011,-377.79,-54.1494668042655658754729962,sell
252,SHLDW,252.35,257.03,499,7/27/2021,4/1/2010,4.68,1.8545670695462651079849415,sell
253,VRNT,265.68,119.5,7034,11/23/2019,1/15/2019,-146.18,-55.0210779885576633544113219,sell
254,RMAX,603.09,796.56,3117,2/1/2022,9/10/2019,193.47,32.0797890862060388996667164,sell
255,ISD,775.26,33.56,4829,3/30/2016,1/20/2016,-741.7,-95.6711296855248561772824601,buy
256,CHA,710.39,163.86,3042,12/15/2021,11/5/2020,-546.53,-76.9337969284477540505919284,sell
257,HQY,442.54,358.55,3689,11/3/2022,6/8/2019,-83.99,-18.9790753378225697112125458,sell
258,GEMP,914.48,340.35,26,6/19/2022,4/24/2011,-574.13,-62.7821275478960720846820051,buy
259,HEP,887.35,653.24,3592,10/7/2022,1/31/2017,-234.11,-26.3830506564489772919366654,buy
260,ALEX,380.85,78.49,2716,3/25/2010,11/7/2016,-302.36,-79.3908362872521990284889064,sell
261,ELECU,139.9,439.46,2623,11/18/2018,8/12/2018,299.56,214.1243745532523230879199428,buy
262,DNP,398.51,211.93,7021,10/23/2016,7/6/2021,-186.58,-46.8194022734686707987252516,buy
263,ARI^C,881.09,606.49,228,10/4/2019,1/12/2016,-274.6,-31.1659421852478180435596818,buy
264,HP,877.76,821.84,1681,2/28/2018,9/12/2018,-55.92,-6.3707619394823186292380605,sell
265,KIM^I,799.09,913.03,7358,10/24/2011,7/28/2012,113.94,14.2587192931960104619004117,sell
266,WGO,517.39,600.16,7203,9/28/2015,12/8/2010,82.77,15.9976033553025763930497304,buy
267,EVN,765.7,381.1,3241,10/20/2016,12/16/2017,-384.6,-50.2285490400940316050672587,sell
268,ASG,318.47,992.86,2391,12/12/2012,4/2/2022,674.39,211.7593493892674349232266776,buy
269,WOW,41.96,858.36,5081,6/24/2021,1/10/2014,816.4,1945.6625357483317445185891325,sell
270,MGPI,956.59,669.33,3476,4/23/2018,11/28/2020,-287.26,-30.0295842523965335201078832,buy
